features	levels	decision	cuts	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	stabilityLHS	stabilityRHS	cut1	cut2	cut3	cut4	supportRatioLHS	supportRatioRHS	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	cut5
X00000037843,A1BG	1,3	Prot	value<cut,value>cut	8	8	1	0.21349	0.42337	1	1	2.47179	-1.4403			0.4	0.4	1	Inf	1	-Inf:Inf	
X00000037843,THRB	1,1	Prot	value<cut,value<cut	7	7	1	0.20635	0.40068	1	1	2.46939	-4.86527			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000037843,TMEM38A	1,1	Prot	value<cut,value<cut	8	8	1	0.23839	0.46632	1	1	2.47081	2.77275			0.4	0.4	1	Inf	1	-Inf:Inf	
X00000037843,VSTM1	1,1	Prot	value<cut,value<cut	8	8	1	0.2216	0.43643	1	1	2.47169	4.3955			0.4	0.4	1	Inf	1	-Inf:Inf	
X00000037843,LILRB1	1,1	Prot	value<cut,value<cut	6	6	1	0.17024	0.32552	1	1	2.46487	7.26138			0.3	0.3	1	Inf	1	-Inf:Inf	
VSTM1,KRTAP29.1	3,2	NonProt	value>cut,cut<value<cut	7	7	1	0.19894	0.41163	1	1	5.18992	-4.98058	-1.23942		0.36842	0.36842	1	Inf	1	-Inf:Inf	
LOC702786,HCN2	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17064	0.35049	1	1	-4.96545	-1.43777	-2.15945		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,LOC715623	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	2.8565	-1.7648	-0.4805		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,LOC702786	1,2	NonProt	value<cut,cut<value<cut	7	7	1	0.18968	0.38807	1	1	2.84192	-4.99495	-2.03328		0.36842	0.36842	1	Inf	1	-Inf:Inf	
TNNT2,KIR3DL0	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34314	1	1	-0.4817	2.9035			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,A1BG	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.35294	1	1	-0.4817	-1.9115			0.31579	0.31579	1	Inf	1	-Inf:Inf	
THRB,LAMC1	3,3	NonProt	value>cut,value>cut	6	6	1	0.1754	0.35975	1	1	-3.17207	1.77532			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,X00000064369	1,3	Prot	value<cut,value>cut	6	6	1	0.17603	0.32965	1	1	4.3999	3.29654			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,VSTM1	1,1	Prot	value<cut,value<cut	6	6	1	0.18145	0.35268	1	1	1.99022	4.40162			0.3	0.3	1	Inf	1	-Inf:Inf	
A1BG,HEY1	3,1	Prot	value>cut,value<cut	6	6	1	0.17064	0.32812	1	1	-1.41835	-2.02145			0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,USP31	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.34804	1	1	-0.41592	0.73128	0.20605		0.3	0.3	1	Inf	1	-Inf:Inf	
LOC709056,MAOA	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.32748	1	1	-0.43657	0.6827	0.24267		0.3	0.3	1	Inf	1	-Inf:Inf	
KRTAP29.1,X00000059995	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	-5.0055	-4.5985	-0.2925		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC701920,THRB	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	5.2565	-4.88715	-3.07415		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,LOC702786	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.36029	1	1	4.964	-4.94643	-1.37623		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC701920,ZNF576	1,1	NonProt	value<cut,value<cut	7	7	1	0.19907	0.40462	1	1	5.26133	3.75317			0.36842	0.36842	1	Inf	1	-Inf:Inf	
X00000064369,LAMC1	1,3	NonProt	value<cut,value>cut	7	7	1	0.20573	0.42579	1	1	2.56637	1.76957			0.36842	0.36842	1	Inf	1	-Inf:Inf	
X00000064715,LOC715623	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	-0.0597	1.8108	-1.78415		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,CTH	1,3	NonProt	value<cut,value>cut	6	6	1	0.17619	0.3652	1	1	-0.42806	-0.75806			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000064715,ZNF576	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	-0.0597	1.789	3.741		0.31579	0.31579	1	Inf	1	-Inf:Inf	
A1BG,CTH	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.35294	1	1	-1.9115	-0.73			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,SDK2	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34641	1	1	5.231	-0.79103			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053274,LOC709056	1,1	NonProt	value<cut,value<cut	7	7	1	0.18677	0.38358	1	1	-0.3548	-0.40878			0.36842	0.36842	1	Inf	1	-Inf:Inf	
LOC701920,X00000058729	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	5.2565	-4.6471	-2.3497		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC701920,X00000064313	1,1	NonProt	value<cut,value<cut	7	7	1	0.19429	0.38693	1	1	5.2595	-2.63464			0.36842	0.36842	1	Inf	1	-Inf:Inf	
ZNF576,X00000058427	1,3	NonProt	value<cut,value>cut	6	6	1	0.18191	0.38145	1	1	3.745	1.82414			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000037843,X00000059995	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.35294	1	1	2.4673	2.7623	-0.2925		0.31579	0.31579	1	Inf	1	-Inf:Inf	
TNNT2,X00000059995	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.35294	1	1	-0.4817	-0.2925			0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000037843,X00000058729	1,3	Prot	value<cut,value>cut	7	7	1	0.18986	0.37285	1	1	2.47129	-2.33531			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000037843,HCN2	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.34314	1	1	2.473	-2.7443			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,THRB	1,1	Prot	value<cut,value<cut	6	6	1	0.17857	0.34774	1	1	-2.41023	-4.8731			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,USP31	1,1	Prot	value<cut,value<cut	6	6	1	0.18571	0.37146	1	1	-2.38283	0.15825			0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,KRTAP29.1	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.18571	0.36662	1	1	2.83075	3.61012	-3.5885		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000059995,MAOA	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	-0.2925	0.6708	0.2298		0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,X00000059995	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	-2.361	-0.2925	0.6708		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,TNNT2	1,1	Prot	value<cut,value<cut	6	6	1	0.17619	0.34328	1	1	2.4736	-2.41667			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,MAOA	1,1	Prot	value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	-2.361	0.2298			0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,TMEM38A	1,1	Prot	value<cut,value<cut	6	6	1	0.17048	0.331	1	1	-2.43008	2.763			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,X00000059995	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	2.4673	-0.2925	0.6708		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,LOC709056	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.32456	1	1	2.4673	-0.44135	0.6827		0.3	0.3	1	Inf	1	-Inf:Inf	
TNNT2,TARM1	1,1	Prot	value<cut,value<cut	6	6	1	0.17714	0.35229	1	1	-2.37296	1.35798			0.3	0.3	1	Inf	1	-Inf:Inf	
KIR3DL0,LOC702786	2,3	Prot	cut<value<cut,value>cut	6	6	1	0.18175	0.34018	1	1	2.8399	3.634	-1.40936		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,X00000064715	3,3	Prot	value>cut,value>cut	6	6	1	0.17619	0.3502	1	1	1.42782	1.91168			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000037843,KIR3DL0	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17024	0.32552	1	1	2.46487	2.88387	3.6505		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053274,LTC4S	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.35294	1	1	1.31457	-0.40033			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000064715,TRIM16	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	-0.07655	1.8841	-1.7125		0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,USP31	1,1	Prot	value<cut,value<cut	6	6	1	0.18286	0.36054	1	1	4.372	0.11466			0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,USP31	3,1	Prot	value>cut,value<cut	6	6	1	0.18175	0.35545	1	1	2.8609	0.10116			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,X00000053274	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.34865	1	1	2.5016	-0.3299			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,TMEM38A	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.33333	1	1	2.9505	3.0765			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,LILRB1	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.33333	1	1	2.9505	7.693			0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,KIR3DL0	3,1	NonProt	value>cut,value<cut	6	6	0.92857	0.18294	0.35417	1	1	5.1675	2.9505			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,LTC4S	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.33333	1	1	2.9505	0.5971			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,X00000064369	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	2.9505	2.5776	3.3062		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053274,KIR3DL0	2,1	NonProt	cut<value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	-0.3996	1.2815	2.9505		0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,TRIM16	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	2.9505	-1.7125			0.31579	0.31579	1	Inf	1	-Inf:Inf	
KIR3DL0,X00000053012	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.33333	1	1	2.9505	2.5668			0.31579	0.31579	1	Inf	1	-Inf:Inf	
RBM46,ESR1	1,1	NonProt	value<cut,value<cut	7	6	0.92857	0.19722	0.38194	1	1	-2.4628	0.6029			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
LILRB1,ESR1	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.33333	1	1	7.693	0.6029			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TMEM38A,LAMC1	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.18175	0.37361	1	1	2.7524	3.1546	1.81196		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053274,CBS	1,2	NonProt	value<cut,cut<value<cut	6	6	1	0.17143	0.34314	1	1	-0.3374	-1.861	-0.10475		0.31579	0.31579	1	Inf	1	-Inf:Inf	
X00000053274,RBM46	1,1	NonProt	value<cut,value<cut	6	6	1	0.17143	0.33824	1	1	-0.40008	-2.43945			0.31579	0.31579	1	Inf	1	-Inf:Inf	
F2RL3,ZNF576	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.18571	0.38235	1	1	-3.3308	3.741	3.9385		0.3	0.3	1	Inf	1	-Inf:Inf	
CBS,USP31	3,1	Prot	value>cut,value<cut	6	6	1	0.17143	0.35294	1	1	-0.0623	0.1535			0.3	0.3	1	Inf	1	-Inf:Inf	
TARM1,USP31	1,1	Prot	value<cut,value<cut	7	7	1	0.19512	0.38461	1	1	1.36113	0.13487			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000053274,TARM1	2,1	Prot	cut<value<cut,value<cut	6	6	1	0.17143	0.34056	1	1	-0.35813	1.46247	1.369		0.3	0.3	1	Inf	1	-Inf:Inf	
LILRB1,A1BG	1,3	Prot	value<cut,value>cut	7	7	1	0.18857	0.36364	1	1	7.3051	-1.4146			0.35	0.35	1	Inf	1	-Inf:Inf	
STARD8,TMX2	1,3	Prot	value<cut,value>cut	6	6	1	0.18003	0.35517	1	1	0.64115	3.23708			0.3	0.3	1	Inf	1	-Inf:Inf	
USP31,X00000059995	1,2	Prot	value<cut,cut<value<cut	6	6	1	0.17143	0.35294	1	1	0.1535	-0.4414	0.7204		0.3	0.3	1	Inf	1	-Inf:Inf	
X00000053012,ZNF576	3,3	Prot	value>cut,value>cut	7	7	1	0.19302	0.37845	1	1	2.86688	3.9424			0.35	0.35	1	Inf	1	-Inf:Inf	
X00000064715,TARM1	3,1	Prot	value>cut,value<cut	6	6	1	0.17857	0.35191	1	1	1.95792	1.37538			0.3	0.3	1	Inf	1	-Inf:Inf	
FABP5,LOC702786	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17738	0.36806	1	1	2.5016	-5.02065	-1.90228		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC709056,LILRB1	1,3	NonProt	value<cut,value>cut	6	6	1	0.1791	0.37459	1	1	-0.427	7.699			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,LILRB1	3,3	NonProt	value>cut,value>cut	6	6	0.92857	0.18294	0.35417	1	1	4.99425	7.702			0.31579	0.31579	1	Inf	1	-Inf:Inf	
LOC719667,X00000053012	3,1	NonProt	value>cut,value<cut	6	6	1	0.18016	0.36533	1	1	4.98208	2.5819			0.31579	0.31579	1	Inf	1	-Inf:Inf	
CFAP70,LOC702786	3,2	NonProt	value>cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	2.3348	-5.0141	-2.3455		0.31579	0.31579	1	Inf	1	-Inf:Inf	
VSTM1,LILRB1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17718	0.36428	1	1	5.17313	7.72262			0.31579	0.31579	1	Inf	1	-Inf:Inf	
F2RL3,LILRB1	2,3	NonProt	cut<value<cut,value>cut	6	6	1	0.17143	0.33333	1	1	-3.3308	-1.5483	7.693		0.31579	0.31579	1	Inf	1	-Inf:Inf	
LILRB1,X00000060253	3,1	NonProt	value>cut,value<cut	6	6	1	0.17143	0.35417	1	1	7.71975	1.1708			0.31579	0.31579	1	Inf	1	-Inf:Inf	
TARM1,HCN2	3,3	NonProt	value>cut,value>cut	7	6	0.95238	0.18862	0.37337	1	1	1.94633	-2.152			0.36842	0.31579	1	6.31578947368421	1	0.836:47.694	
X00000037843,TARM1	3,3	NonProt	value>cut,value>cut	6	6	1	0.17143	0.33333	1	1	2.7269	1.9697			0.31579	0.31579	1	Inf	1	-Inf:Inf	
F2RL3,HCN2	3,3	NonProt	value>cut,value>cut	6	6	1	0.18294	0.38542	1	1	-1.7784	-2.20795			0.31579	0.31579	1	Inf	1	-Inf:Inf	
DLK1,HCN2	3,3	NonProt	value>cut,value>cut	6	6	1	0.17714	0.34902	1	1	0.06186	-2.14006			0.31579	0.31579	1	Inf	1	-Inf:Inf	
CBS,KRTAP29.1	2,2	NonProt	cut<value<cut,cut<value<cut	6	6	1	0.17143	0.33333	1	1	-1.861	-0.0623	-5.0055	-4.338	0.31579	0.31579	1	Inf	1	-Inf:Inf	
ESR1,USP31	1,3	NonProt	value<cut,value>cut	6	6	1	0.17143	0.33333	1	1	0.6029	0.7293			0.31579	0.31579	1	Inf	1	-Inf:Inf	
