features	levels	decision	supportLHS	supportRHS	accuracyRHS	coverageLHS	coverageRHS	cuts	cut1	cut2	cut3	pValue	riskRatio	pValueRiskRatio	confIntRiskRatio	supportSetLHS	supportSetRHS	cut4	stabilityLHS	stabilityRHS	supportRatioLHS	supportRatioRHS	cut5
X00000053274,TNNT2	1,3	NonProt	6	6	1	0.16667	0.375	value<cut,value>cut	-0.3996	-0.8503		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,LOC709056	3,1	NonProt	6	6	1	0.16667	0.375	value>cut,value<cut	-0.8503	-0.427		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,F2RL3	1,3	NonProt	6	6	1	0.16667	0.375	value<cut,value>cut	-0.427	-2.0085		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,THRB	3,2	Prot	7	6	0.85714	0.19444	0.3	value>cut,cut<value<cut	1.5977	-4.898	-3.2442	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
TMX2,C5H4orf45	3,2	Prot	6	6	1	0.16667	0.3	value>cut,cut<value<cut	3.24	0.0537	1.5752	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
SDK2,X00000064369	3,3	Prot	7	6	0.85714	0.19444	0.3	value>cut,value>cut	0.7158	3.182		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
FABP5,SMIM2	1,2	Prot	6	6	1	0.16667	0.3	value<cut,cut<value<cut	1.9987	-0.2965	0.9118	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
CBS,X00000064369	2,3	Prot	6	6	1	0.16667	0.3	cut<value<cut,value>cut	-1.861	0.0807	3.182	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,X00000064369	3,3	Prot	6	6	1	0.16667	0.3	value>cut,value>cut	2.8597	3.182		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,X00000037843	3,3	NonProt	6	6	1	0.16667	0.375	value>cut,value>cut	2.415	2.7269		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,HEY1	3,3	NonProt	6	6	1	0.16667	0.375	value>cut,value>cut	2.415	-0.8857		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
ZNF576	1	NonProt	12	10	0.83333	0.33333	0.625	value<cut	3.741			1	5.26315789473684	1	1.321:20.968				1	1	0.63158	0.52632	
LOC719667,LILRB1	3,3	NonProt	7	6	0.85714	0.19444	0.375	value>cut,value>cut	4.9555	7.711		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
KRTAP29.1,X00000058427	3,1	Prot	6	6	1	0.16667	0.3	value>cut,value<cut	-1.0795	1.211		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
A1BG,X00000064369	3,3	Prot	7	7	1	0.19444	0.35	value>cut,value>cut	-1.492	3.182		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
DLK1,LOC715623	2,3	Prot	6	6	1	0.16667	0.3	cut<value<cut,value>cut	-1.9567	-0.3153	-0.8912	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMX2,X00000059995	3,3	Prot	6	6	1	0.16667	0.3	value>cut,value>cut	3.24	0.6499		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,X00000053012	2,3	Prot	6	6	1	0.16667	0.3	cut<value<cut,value>cut	-0.427	0.7155	2.8597	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,F2RL3	1,2	Prot	6	6	1	0.16667	0.3	value<cut,cut<value<cut	1.9987	-4.2261	-2.0085	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,LOC709056	3,1	NonProt	7	6	0.85714	0.19444	0.375	value>cut,value<cut	2.7269	-0.427		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
FABP5,LOC114669850	3,2	NonProt	7	6	0.85714	0.19444	0.375	value>cut,cut<value<cut	2.415	-0.0248	1.4615	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
ESR1,LTC4S	1,2	NonProt	7	6	0.85714	0.19444	0.375	value<cut,cut<value<cut	0.6029	-0.5579	0.4918	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
ESR1,SMIM2	1,3	NonProt	6	6	1	0.16667	0.375	value<cut,value>cut	0.6029	0.9118		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC709056,TARM1	1,3	NonProt	6	6	1	0.16667	0.375	value<cut,value>cut	-0.427	1.8996		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TARM1,ZNF576	3,1	NonProt	7	6	0.85714	0.19444	0.375	value>cut,value<cut	1.8996	3.741		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
FABP5,X00000060253	3,1	NonProt	7	6	0.85714	0.19444	0.375	value>cut,value<cut	2.415	1.1452		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
FABP5,CFAP70	3,3	NonProt	7	6	0.85714	0.19444	0.375	value>cut,value>cut	2.415	2.1847		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
A1BG,LAMC1	3,1	Prot	6	6	1	0.16667	0.3	value>cut,value<cut	-1.492	0.903		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053012,A1BG	3,3	Prot	7	6	0.85714	0.19444	0.3	value>cut,value>cut	2.8597	-1.492		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
TRIM16,X00000064369	3,3	Prot	6	6	1	0.16667	0.3	value>cut,value>cut	-0.9464	3.182		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LILRB1,SMIM2	3,3	NonProt	6	6	1	0.16667	0.375	value>cut,value>cut	7.711	0.9118		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000059200,SMIM2	3,2	Prot	7	6	0.85714	0.19444	0.3	value>cut,cut<value<cut	2.6772	-0.2965	0.9118	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000060253,X00000058427	3,2	Prot	6	6	1	0.16667	0.3	value>cut,cut<value<cut	2.0577	1.211	1.7986	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,LILRB1	2,1	Prot	7	7	1	0.19444	0.35	cut<value<cut,value<cut	3.9415	4.9555	7.2805	1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
FABP5,TNNT2	1,2	Prot	6	6	1	0.16667	0.3	value<cut,cut<value<cut	1.9987	-2.4981	-0.8503	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000059200,DLK1	3,2	Prot	6	6	1	0.16667	0.3	value>cut,cut<value<cut	2.6772	-1.9567	-0.3153	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000059200,F2RL3	3,1	Prot	6	6	1	0.16667	0.3	value>cut,value<cut	2.6772	-4.2261		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,X00000060253	1,3	Prot	6	6	1	0.16667	0.3	value<cut,value>cut	1.9987	2.0577		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,LOC709056	2,2	Prot	6	6	1	0.16667	0.3	cut<value<cut,cut<value<cut	3.9415	4.9555	-0.427	1	Inf	1	-Inf:Inf			0.7155	1	1	0.3	0.3	
X00000064715,TMEM38A	3,1	Prot	7	6	0.85714	0.19444	0.3	value>cut,value<cut	1.9788	2.7335		1	5.7	1	0.755:43.043				1	1	0.35	0.3	
X00000059200,X00000064369	3,3	Prot	6	6	1	0.16667	0.3	value>cut,value>cut	2.6772	3.182		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,HCN2	2,2	Prot	7	6	0.85714	0.19444	0.3	cut<value<cut,cut<value<cut	-0.427	0.7155	-3.1067	1	5.7	1	0.755:43.043			-2.221	1	1	0.35	0.3	
VSTM1,KIR3DL0	3,1	NonProt	7	6	0.85714	0.19444	0.375	value>cut,value<cut	5.1115	2.9505		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
X00000037843,ZNF576	3,1	NonProt	6	6	1	0.16667	0.375	value>cut,value<cut	2.7269	3.741		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
ESR1,LAMC1	1,3	NonProt	7	6	0.85714	0.19444	0.375	value<cut,value>cut	0.6029	1.7434		1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LILRB1,ZNF576	3,1	NonProt	6	6	1	0.16667	0.375	value>cut,value<cut	7.711	3.741		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000059200,A1BG	3,3	Prot	6	6	1	0.16667	0.3	value>cut,value>cut	2.6772	-1.492		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
MYH15,SMIM2	1,2	Prot	7	6	0.85714	0.19444	0.3	value<cut,cut<value<cut	-2.3981	-0.2965	0.9118	1	5.7	1	0.755:43.043				1	1	0.35	0.3	
LOC701920,X00000053012	1,1	NonProt	9	9	0.98413	0.24796	0.5084	value<cut,value<cut	5.26064	2.58551		0.327375762859635	Inf	0.399536134359547	-Inf:Inf				1	1	0.47368	0.47368	
LOC701920,LOC702786	1,2	NonProt	9	9	1	0.25714	0.5	value<cut,cut<value<cut	5.2565	-5.0229	-2.3455	0.327375762859635	Inf	0.399536134359547	-Inf:Inf				1	1	0.47368	0.47368	
LOC709056,ZNF576	1,1	NonProt	8	8	1	0.21429	0.44107	value<cut,value<cut	-0.42833	3.743		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
VSTM1,X00000053012	3,1	NonProt	8	8	1	0.21517	0.44472	value>cut,value<cut	5.19983	2.5759		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
LOC709056,X00000053012	1,1	NonProt	8	8	0.97222	0.21964	0.43627	value<cut,value<cut	-0.41592	2.56763		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
LOC709056,LOC702786	1,2	NonProt	8	8	1	0.21542	0.43931	value<cut,cut<value<cut	-0.41733	-4.97674	-1.5147	0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
LOC709056,LOC701920	1,1	NonProt	8	8	0.98765	0.23095	0.4655	value<cut,value<cut	-0.40878	5.25839		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
VSTM1,LOC701920	3,1	NonProt	8	8	1	0.21542	0.44252	value>cut,value<cut	5.19307	5.26064		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
X00000053274,X00000058427	1,3	NonProt	8	8	1	0.22857	0.47222	value<cut,value>cut	-0.4165	1.8448		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
LOC701920,KRTAP29.1	1,2	NonProt	8	8	0.9375	0.23968	0.46875	value<cut,cut<value<cut	5.2635	-5.02525	-2.70875	0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
LOC701920,LTC4S	1,3	NonProt	8	8	1	0.22857	0.44444	value<cut,value>cut	5.2565	0.5971		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
LOC701920,CTH	1,3	NonProt	8	8	0.9375	0.2254	0.44097	value<cut,value>cut	5.277	-0.9466		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
LOC701920,DLK1	1,3	NonProt	8	8	1	0.22857	0.44444	value<cut,value>cut	5.2835	0.0903		0.922604422604423	Inf	0.986907201911566	-Inf:Inf				1	1	0.42105	0.42105	
TMEM38A,LTC4S	1,1	Prot	6	6	1	0.18299	0.35921	value<cut,value<cut	2.77386	-0.46579		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,TMX2	3,1	NonProt	6	6	1	0.17048	0.35392	value>cut,value<cut	-0.5878	2.8804		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,TMEM38A	3,2	NonProt	7	7	1	0.18708	0.39	value>cut,cut<value<cut	2.47801	2.77386	3.19943	1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
LOC709056,LOC715623	1,1	NonProt	7	7	1	0.20288	0.41743	value<cut,value<cut	-0.41854	-1.74586		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000059200,TNNT2	1,3	NonProt	6	6	1	0.17714	0.36062	value<cut,value>cut	-0.44558	-0.5307		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KRTAP29.1,C5H4orf45	2,3	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	-5.00125	-2.9635	1.4498	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,F2RL3	3,3	NonProt	6	6	1	0.17937	0.38726	value>cut,value>cut	-0.63227	-1.9589		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,KRTAP29.1	3,2	NonProt	7	6	0.98438	0.18849	0.38016	value>cut,cut<value<cut	-0.57918	-4.98575	-1.22756	1	6.31578947368421	1	0.836:47.694				1	1	0.36842	0.31579	
LOC709056,KRTAP29.1	1,2	NonProt	7	7	1	0.20992	0.43776	value<cut,cut<value<cut	-0.4065	-5.0045	-1.63931	1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000064715,CTH	3,2	Prot	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	1.789	-1.424	-0.73	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC701920,X00000060253	2,3	Prot	6	6	1	0.17143	0.32456	cut<value<cut,value>cut	5.2505	5.5055	2.0577	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
DLK1,TRIM16	2,3	Prot	6	6	1	0.17143	0.33333	cut<value<cut,value>cut	-1.8118	-0.1047	-1.0518	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,X00000064715	1,3	Prot	6	6	1	0.17143	0.34314	value<cut,value>cut	4.363	1.8623		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
C5H4orf45,X00000060253	1,3	Prot	6	6	1	0.17143	0.33402	value<cut,value>cut	0.26893	2.05967		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,TMX2	3,3	Prot	6	6	1	0.17143	0.33333	value>cut,value>cut	1.789	3.24		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,X00000060146	3,1	Prot	6	6	1	0.17064	0.33139	value>cut,value<cut	1.4942	-4.82875		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000053274,X00000059200	3,3	Prot	6	6	1	0.17718	0.33802	value>cut,value>cut	1.4967	2.67393		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,LOC709056	3,1	NonProt	7	7	1	0.2	0.40237	value>cut,value<cut	4.98714	-0.41733		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
FABP5,LOC709056	3,1	NonProt	6	6	1	0.17407	0.35993	value>cut,value<cut	2.47093	-0.40878		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
RBM46,LAMC1	2,3	NonProt	6	6	1	0.18571	0.37255	cut<value<cut,value>cut	-2.53965	-1.14535	1.7106	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000037843,LOC719667	2,3	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	2.4673	2.7623	4.964	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053012,LILRB1	1,3	NonProt	7	7	1	0.20847	0.42974	value<cut,value>cut	2.56735	7.74142		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
DLK1,A1BG	3,1	NonProt	6	6	1	0.18367	0.37792	value>cut,value<cut	-0.00047	-1.99836		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
DLK1,X00000064313	3,1	NonProt	6	6	1	0.17143	0.35294	value>cut,value<cut	-0.1047	-2.6291		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KRTAP29.1,CTH	2,3	NonProt	7	7	1	0.18857	0.37582	cut<value<cut,value>cut	-5.0117	-3.8403	-0.71762	1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
C5H4orf45,ZNF576	3,1	NonProt	6	6	1	0.17143	0.34951	value>cut,value<cut	1.78008	3.7426		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,USP31	3,2	NonProt	6	6	1	0.17857	0.35703	value>cut,cut<value<cut	7.763	0.1221	0.69935	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LILRB1,HEY1	3,3	NonProt	6	6	1	0.17143	0.34641	value>cut,value>cut	7.76	-0.8522		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC719667,LOC701920	3,1	NonProt	7	7	1	0.21208	0.43854	value>cut,value<cut	4.97872	5.25839		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000064715,THRB	2,3	NonProt	6	6	1	0.17143	0.35294	cut<value<cut,value>cut	-0.0597	1.789	-3.2372	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053274,X00000064369	1,1	NonProt	6	6	1	0.18034	0.36878	value<cut,value<cut	-0.3548	2.5773		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
FABP5,RBM46	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	1.9859	-1.2248		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,X00000060253	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	-2.361	2.0577		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000060253,X00000059995	3,2	Prot	6	6	1	0.17857	0.35264	value>cut,cut<value<cut	2.04115	-0.39725	0.62982	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,X00000060253	1,3	Prot	6	6	1	0.17048	0.32708	value<cut,value>cut	4.3607	2.0695		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,HCN2	1,1	Prot	6	6	1	0.18433	0.347	value<cut,value<cut	1.99038	-2.9651		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
C5H4orf45,X00000059995	1,2	Prot	6	6	1	0.17143	0.34314	value<cut,cut<value<cut	0.1759	-0.3484	0.6956	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,X00000060253	2,3	Prot	6	6	1	0.18571	0.37255	cut<value<cut,value>cut	0.6393	1.4296	2.0577	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LTC4S,X00000060253	1,3	Prot	6	6	1	0.18571	0.37255	value<cut,value>cut	-0.4593	2.03675		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,X00000060253	3,3	Prot	7	7	1	0.19048	0.37106	value>cut,value>cut	-1.14553	2.0577		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
ESR1,SMIM2	3,1	Prot	6	6	1	0.17143	0.32456	value>cut,value<cut	1.05385	-0.26035		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,TRIM16	3,3	Prot	6	6	1	0.17064	0.33139	value>cut,value>cut	-1.06235	-0.95743		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
ESR1,X00000060253	3,3	Prot	6	6	1	0.17143	0.34314	value>cut,value>cut	1.0314	2.0577		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TMEM38A,X00000060253	1,3	Prot	6	6	1	0.17143	0.34314	value<cut,value>cut	2.77575	2.03675		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
VSTM1,ESR1	1,3	Prot	6	6	1	0.18003	0.34626	value<cut,value>cut	4.35833	1.05808		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,ESR1	1,3	Prot	6	6	1	0.17143	0.33824	value<cut,value>cut	-2.37595	1.05415		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,X00000060253	2,3	Prot	6	6	1	0.17143	0.33402	cut<value<cut,value>cut	-0.41223	0.726	2.0577	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
CFAP70,X00000060253	1,3	Prot	6	6	1	0.17143	0.33402	value<cut,value>cut	0.09867	2.07363		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
THRB,X00000060253	1,3	Prot	6	6	1	0.17738	0.34379	value<cut,value>cut	-4.87925	2.06658		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
FABP5,SMIM2	1,1	Prot	7	7	1	0.19048	0.37117	value<cut,value<cut	1.9859	-0.25503		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
TARM1,X00000059995	1,2	Prot	6	6	1	0.17143	0.33333	value<cut,cut<value<cut	1.2466	-0.2925	0.6708	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,TARM1	2,1	Prot	6	6	1	0.17143	0.32456	cut<value<cut,value<cut	-0.3932	0.7149	1.32055	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC709056,X00000059995	2,2	Prot	6	6	1	0.17143	0.32946	cut<value<cut,cut<value<cut	-0.39185	0.73128	-0.3738	1	Inf	1	-Inf:Inf			0.6832	1	1	0.3	0.3	
X00000053012,LOC715623	2,3	Prot	6	6	1	0.17143	0.33333	cut<value<cut,value>cut	2.5668	2.8731	-0.4805	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,LAMC1	1,2	Prot	6	6	1	0.18286	0.35645	value<cut,cut<value<cut	0.66238	0.91446	1.81226	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
ESR1,X00000059995	3,2	Prot	6	6	1	0.18571	0.36244	value>cut,cut<value<cut	1.04935	-0.3738	0.6956	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TARM1,ESR1	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	1.2466	1.041		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
RBM46,ESR1	3,3	Prot	6	6	1	0.17143	0.33333	value>cut,value>cut	-1.2248	1.041		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
STARD8,ESR1	2,3	Prot	6	6	1	0.17143	0.33333	cut<value<cut,value>cut	0.6779	1.4296	1.041	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
TNNT2,X00000053012	3,1	NonProt	6	6	1	0.18042	0.37123	value>cut,value<cut	-0.62828	2.57208		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053012,A1BG	1,1	NonProt	6	6	1	0.17143	0.34314	value<cut,value<cut	2.54525	-1.9115		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
X00000053012,DLK1	1,3	NonProt	6	6	1	0.18492	0.38644	value<cut,value>cut	2.58763	-0.0507		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
VSTM1,LOC702786	3,2	NonProt	7	7	1	0.20444	0.42933	value>cut,cut<value<cut	5.1719	-4.97242	-1.40936	1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
TNNT2,HCN2	3,3	NonProt	6	6	1	0.17857	0.35703	value>cut,value>cut	-0.52218	-2.15013		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMEM38A,X00000053012	3,1	NonProt	6	6	1	0.17143	0.34314	value>cut,value<cut	3.238	2.5698		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,STARD8	3,3	NonProt	6	6	1	0.17143	0.36397	value>cut,value>cut	-0.7514	1.4621		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMEM38A,DLK1	3,3	NonProt	6	6	1	0.17143	0.35294	value>cut,value>cut	3.2525	-0.1047		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,TARM1	3,3	NonProt	6	6	1	0.17048	0.34951	value>cut,value>cut	-0.58866	1.98636		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,RBM46	3,1	NonProt	6	6	1	0.17143	0.33987	value>cut,value<cut	-0.50797	-2.52207		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,LTC4S	3,3	NonProt	7	7	1	0.18857	0.38031	value>cut,value>cut	-0.5307	0.6264		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
VSTM1,TNNT2	3,3	NonProt	7	7	1	0.18869	0.38751	value>cut,value>cut	5.20112	-0.57918		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
TNNT2,SDK2	3,1	NonProt	6	6	1	0.17143	0.35294	value>cut,value<cut	-0.52325	-0.86125		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,ESR1	1,1	NonProt	6	6	1	0.17619	0.36029	value<cut,value<cut	2.78108	0.55655		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TNNT2,LOC702786	3,2	NonProt	7	7	0.98438	0.19206	0.38797	value>cut,cut<value<cut	-0.57918	-4.96214	-1.17191	1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000053012,HCN2	1,3	NonProt	6	6	1	0.17143	0.35294	value<cut,value>cut	2.5668	-2.1352		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
KIR3DL0,DLK1	1,3	NonProt	7	7	1	0.20635	0.4183	value<cut,value>cut	2.83575	-0.00255		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
LOC701920,HCN2	1,3	NonProt	6	6	1	0.17143	0.35294	value<cut,value>cut	5.2565	-2.1352		1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
TMEM38A,LOC701920	3,1	NonProt	7	7	1	0.2	0.41176	value>cut,value<cut	3.2525	5.2565		1	Inf	1	-Inf:Inf				1	1	0.36842	0.36842	
X00000037843,RBM46	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	2.4673	-1.2248		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,C5H4orf45	1,1	Prot	6	6	1	0.17714	0.34592	value<cut,value<cut	2.4703	0.27924		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,LTC4S	1,1	Prot	7	7	1	0.1873	0.3701	value<cut,value<cut	2.47277	-0.42562		1	Inf	1	-Inf:Inf				1	1	0.35	0.35	
X00000037843,USP31	1,1	Prot	6	6	1	0.17143	0.34021	value<cut,value<cut	2.4711	0.11733		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,ESR1	1,3	Prot	6	6	1	0.17143	0.33333	value<cut,value>cut	2.4673	1.041		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,LOC702786	1,1	Prot	6	6	1	0.17143	0.33333	value<cut,value<cut	2.4673	-5.0053		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,TARM1	1,1	Prot	6	6	1	0.17738	0.3394	value<cut,value<cut	2.46577	1.31418		1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,X00000060146	1,2	Prot	6	6	1	0.17048	0.331	value<cut,cut<value<cut	2.46764	-4.829	-3.0233	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000037843,STARD8	1,2	Prot	6	6	1	0.18095	0.34503	value<cut,cut<value<cut	2.4685	0.66507	1.46377	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
X00000064715,X00000059995	3,2	Prot	6	6	1	0.17143	0.33333	value>cut,cut<value<cut	1.789	-0.2925	0.6708	1	Inf	1	-Inf:Inf				1	1	0.3	0.3	
LOC719667,MAOA	3,2	NonProt	6	6	1	0.18571	0.37255	value>cut,cut<value<cut	4.9985	0.2491	0.6932	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
LOC719667,LOC715623	3,2	NonProt	6	6	1	0.17143	0.35294	value>cut,cut<value<cut	4.964	-1.7648	-0.4805	1	Inf	1	-Inf:Inf				1	1	0.31579	0.31579	
